License: CC0 1.0 Universal (CC0 1.0) Public Domain Dedication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Qin, Ben; Fang, Huang; Shichun, Huang; Andre, Python; Yunfeng, Chen; J, ZhangZhou, 2022, ""Global mantle clinopyroxene data (major and trace elements)"", https://doi.org/10.25625/AVAW2Y, GRO.data, V2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATIONS,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ROCK NAME,ROCK TEXTURE,MINERAL,SPOT,RIM/CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SC(PPM),TI(PPM),V(PPM),CR(PPM),NI(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Petrography,Note,Labelled by LREE
[20741] SCOTT J. M. (2016),samp. BUR4,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,40.7,2624.1,194.5,9861.4,470.2,0.1,92.5,7,30.4,0.812,0.104,2.982,8.979,1.657,9.68,2.666,0.887,2.543,0.35,1.89,0.309,0.624,0.071,0.364,0.046,1.113,0.08,0.158,0.095,0.024,,,
[20741] SCOTT J. M. (2016),samp. BUR5,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,53.4,94.5,156.4,10865.5,436.6,0.2,171.7,4.8,35.6,1.11,0.569,4.545,18.156,3.294,19.274,4.484,1.38,3.378,0.378,1.686,0.19,0.354,0.033,0.227,0.028,0.242,0.219,0.235,0.115,0.033,,,
[20741] SCOTT J. M. (2016),samp. BUR6,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,51.5,333.9,164.6,9241.6,378.1,0,301.9,6.7,26.5,0.661,0.116,12.106,39.084,6.107,31.411,6.685,1.864,4.472,0.511,2.178,0.272,0.51,0.049,0.314,0.041,0.221,0.159,0.117,0.506,0.069,,,
[20741] SCOTT J. M. (2016),samp. BUR8,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,59.2,754.2,168.7,6697.6,395.6,0.3,98.1,3.8,39,0.59,1.181,2.681,10.218,1.572,8.208,2.081,0.658,2.006,0.244,1.363,0.193,0.433,0.046,0.284,0.028,1.336,0.113,0.122,0.09,0.027,,,
[20741] SCOTT J. M. (2016),samp. BUR10,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,89.3,141.5,204,14215.9,383.3,0.3,646.5,12.2,86.4,5.621,0.208,12.916,56.289,9.339,47.938,10.408,2.908,7.419,0.864,3.808,0.508,0.903,0.082,0.449,0.056,0.884,0.577,0.437,0.33,0.084,,,
[20741] SCOTT J. M. (2016),samp. BUR14,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,64.4,171.1,204,10797.4,381,0,501.1,8.6,21.7,3.031,0.131,17.727,50.761,7.12,34.692,7.546,2.119,5.411,0.614,2.795,0.369,0.642,0.063,0.392,0.043,0.123,0.296,0.534,0.756,0.217,,,
[20741] SCOTT J. M. (2016),samp. BUR17,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,51.6,7.4,158.7,7727.9,413.3,0.1,671.5,1,0.5,3.297,0.518,37.321,99.025,11.271,42.508,4.797,1.058,1.95,0.138,0.356,0.035,0.059,0.008,0.097,0.014,0.008,0.211,1.226,2.275,0.372,,,
[20741] SCOTT J. M. (2016),samp. BUR25,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,60.5,2751.5,189.9,11011.6,406,0.1,190.4,9.5,98.6,0.716,1.491,6.233,20.529,3.448,19.16,4.778,1.427,4.077,0.516,2.541,0.381,0.793,0.085,0.479,0.061,2.145,0.176,0.256,0.241,0.052,,,
[20741] SCOTT J. M. (2016),samp. BUR26,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"HARZBURGITE, XENOLITH",,CLINOPYROXENE,,,secondary,44.7,4498.3,255,7687.2,320.6,0.1,141,11.1,51.5,0.824,0.123,8.262,23.167,3.227,15.976,3.888,1.213,3.59,0.506,2.786,0.462,1.031,0.117,0.697,0.079,1.932,0.124,0.188,0.405,0.093,,,
[20741] SCOTT J. M. (2016),samp. BUR27,INTRAPLATE VOLCANICS,NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM,BURKE RIVER,-44,-44,169,169,subaerial,"LHERZOLITE, XENOLITH",,CLINOPYROXENE,,,secondary,52.5,6489.4,267.9,8294.6,357.8,0.1,111.6,14.9,63.4,0.454,0.156,3.915,12.417,2.167,13.098,4.233,1.424,4.447,0.668,3.768,0.63,1.398,0.163,0.905,0.104,2.596,0.084,0.342,0.102,0.024,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 142,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,57.348,35.2728,150.174,5757.0264,414.4554,0.058266,3.81834,0.34668,0.43416,0.09126,0.66852,0.155466,0.305856,0.032076,0.130842,0.024732,0.010368,0.022464,0.0032778,0.031374,0.010314,0.056322,0.0126846,0.12231,0.021762,0.009936,0.0079812,0.024624,0.009072,0.0020196,,,
[20779] WASILEWSKI B. (2017),samp. BY 96 373,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,34.2036,80.973,114.5772,6602.4882,530.5176,0.00486,16.8912,1.2096,0.87912,0.192672,0.91044,2.88198,4.8762,0.43362,1.5228,0.28674,0.081594,0.235224,0.03537,0.244782,0.04644,0.143964,0.021006,0.15066,0.023598,0.018576,0.0127494,0.06966,0.121986,0.019116,,,
[20779] WASILEWSKI B. (2017),samp. BY 96 371,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,43.33635,69.41295,107.4735,4269.52755,420.57225,0.030582,10.283895,0.2950425,1.02087,0.054243,0.649485,0.583227,1.3061115,0.1326645,0.512433,0.0890055,0.034506,0.0667305,0.0081,0.0426735,0.01105785,0.0428355,0.0108945,0.1038825,0.0181845,0.02916,0.0036126,0.024813,0.0147933,0.00486,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 131,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,57.8142,349.4052,144.828,5771.4282,429.3306,0.474858,461.5452,2.45016,50.11578,2.72826,11.94444,16.0758,43.749,4.98798,18.7758,2.63394,0.7668,1.46412,0.146502,0.672408,0.09333,0.212184,0.025137,0.184068,0.032022,0.460566,0.246906,0.32148,0.35487,0.102978,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 139,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,57.942,35.4636,125.7984,5048.0892,386.6292,0.009288,5.0472,0.44244,0.65016,0.042768,0.12528,0.157536,0.38088,0.055404,0.28296,0.076248,0.021312,0.068832,0.0097308,0.06912,0.01566,0.065376,0.01332,0.11106,0.020916,0.010152,0.0062964,0.011196,0.0037692,0.0023652,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 132,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,46.61243557,756.4778458,144.1971304,5506.0482,550.2366571,0.092525146,124.351859,2.060958612,20.82488605,1.031824931,0.909103969,9.214837147,23.43539774,2.892016355,11.93299881,1.893562914,0.465047856,1.246048364,0.133432134,0.603916313,0.0898,0.190863391,0.022493461,0.144250955,0.021,0.66210112,0.14495068,0.152001753,0.331723372,0.0461,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 141,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,38.65161906,51.28202115,100.8005318,5184.774668,539.8930632,0.231359629,5.24145508,0.801777062,1.571519714,0.150842163,1.915053708,0.281676303,0.633138004,0.0764,0.311176004,0.0806,0.03059448,0.0998,0.017117377,0.12829943,0.03,0.0982065,0.0167,0.140379747,0.0224,0.026,0.0137,0.027018922,0.0267,0.004627193,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 125,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,18.82474481,55.59588787,61.99640725,6432.187621,1134.006449,0.020873336,5.506251125,0.290836204,1.484962954,0.134087166,0.058061096,0.179941633,0.659157966,0.088789958,0.396715443,0.081890559,0.027464915,0.07361128,0.009839604,0.056601608,0.011023117,0.030941151,0.005126784,0.040149195,0.007552188,0.0112,0.005071058,0.009499942,0.003794669,0.002828754,,,
[20779] WASILEWSKI B. (2017),samp. BY 96 390,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,42.25273123,26.89202424,140.9754773,4978.174292,534.9549587,0.009449424,7.065493733,0.410985208,0.055013768,0.296696802,0.168277408,1.840264475,2.1439189,0.130954342,0.279976931,0.0272,0.0121,0.029,0.00493,0.0447,0.0135,0.0581,0.0113,0.103825003,0.0184,0.00572,0.0107,0.0773,0.139530017,0.0284,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 133,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,57.23868807,67.05226167,143.5530406,5850.661466,550.4620258,0.0264,3.580773301,0.854124486,0.606100908,0.0617,0.07966818,0.194607245,0.45095196,0.0602,0.273470153,0.066,0.0238,0.0877,0.0146,0.118643313,0.0318,0.115798021,0.0206,0.175924949,0.0282,0.00854,0.0038,0.013,0.00246,0.00199,,,
[20779] WASILEWSKI B. (2017),samp. BY 96 375,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,51.98412264,103.7204453,116.7568782,5549.868029,463.4828957,0.0412,5.440825271,0.543005136,0.750941627,0.07541738,0.939485077,0.122283895,0.246399354,0.0297,0.124654155,0.0206,0.00726,0.0208,0.004072539,0.0427,0.0203,0.0901,0.0199,0.163763454,0.0269,0.0164,0.002488774,0.023379388,0.015,0.00595,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 134,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,76.8132,285.6888,170.7264,7355.5776,368.8848,0.017388,6.4908,2.2608,3.924,0.07686,0.055836,0.19224,0.5166,0.07992,0.49788,0.2025,0.080424,0.29412,0.052668,0.40392,0.087516,0.268848,0.039636,0.279756,0.04122,0.123912,0.0045504,0.010332,0.0034056,,,,
[20779] WASILEWSKI B. (2017),samp. BY 96 377,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,67.4838,91.3518,145.1736,5738.715,385.3602,,8.9424,2.0817,2.9835,0.099792,0.20736,0.61182,1.7469,0.266598,1.38186,0.36342,0.119232,0.37422,0.060264,0.4158,0.079596,0.226854,0.033804,0.230634,0.036774,0.043632,0.011124,0.017442,0.00432,,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 128,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,58.7088,21.033,158.3388,6068.4336,418.5432,,3.9744,1.28844,0.107892,0.07965,0.063504,0.238572,0.5994,0.073872,0.3213,0.071766,0.025596,0.087264,0.01701,0.158706,0.043362,0.1728,0.030726,0.252612,0.037908,,0.0031482,0.011772,0.0042174,0.0022464,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 126,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,54.9567075,75.18831894,138.4909029,5810.836692,397.5578996,0.068469592,46.62376203,0.734911265,1.11637547,0.050376982,1.544229602,0.079310072,0.172036046,0.030872739,0.194180367,0.072898456,0.026885683,0.104741019,0.019186356,0.135021087,0.028502057,0.089062194,0.013739177,0.112122459,0.019040883,0.025808101,0.001955812,0.012176682,0.002295251,,,,
[20779] WASILEWSKI B. (2017),samp. TC 06 019,OCEAN ISLAND,KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,"LAC MICHELE, LORANCHET PENINSULA",-49,-49,69,69,subaerial,"HARZBURGITE, SPINEL, XENOLITH",,CLINOPYROXENE,,,secondary,56.574,66.042,143.7768,6118.7328,375.048,0.004752,1.70928,0.8118,0.63252,0.038088,0.032724,0.075024,0.217332,0.032472,0.184176,0.045576,0.015912,0.058032,0.011106,0.10764,0.029412,0.12276,0.0235692,0.197604,0.033984,0.01638,0.0032112,0.005184,,,,,
[20809] AN YA-JUN (2017),samp. LT98/13,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",FOLIATED,CLINOPYROXENE,,,secondary,31.41,,57,2220,1018,3.57,34,0.5,7.19,3.24,17.28,2.8,4.93,0.57,1.47,0.21,0.06,0.33,0.03,0.11,0.02,0.03,0.01,0,0.01,0.18,0.27,0.19,0.46,0.08,,,
[20809] AN YA-JUN (2017),samp. LT98/13,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",FOLIATED,CLINOPYROXENE,,,secondary,32.86,,137,4222,1122,2.88,86,3.13,15.42,2.65,18.7,3.84,10.45,1.67,7.61,1.64,0.39,1.5,0.22,0.85,0.11,0.26,0.03,0.25,0.03,0.55,0.23,0.74,0.27,0.05,,,
[20809] AN YA-JUN (2017),samp. LT98/13,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",FOLIATED,CLINOPYROXENE,,,secondary,33.12,,157,5485,596,0.83,115,1.62,7.79,1.77,17.46,2.79,8.08,1.17,5.39,1.19,0.35,0.88,0.1,0.45,0.05,0.16,0.02,0.11,0.02,0.29,0.12,0.14,0.13,0.03,,,
[20809] AN YA-JUN (2017),samp. LT98/3,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",COARSE,CLINOPYROXENE,,,secondary,32.75,,263,7088,438,0.15,516,0.62,18.34,1.29,3.38,9.21,37.29,6.4,29.57,3.89,0.88,2.56,0.18,0.39,0.04,0.06,0.01,0.02,0,0.91,0.11,0.94,0.14,0.03,,,
[20809] AN YA-JUN (2017),samp. LT98/5,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",COARSE,CLINOPYROXENE,,,secondary,33.13,,268,7185,439,0.22,561,0.87,29.85,2.62,46.13,10.55,44.21,7.78,36.84,5.01,1.04,3.04,0.22,0.58,0.05,0.05,0.01,0.05,0,0.98,0.15,0.8,0.29,0.08,,,
[20809] AN YA-JUN (2017),samp. LT98/13,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",FOLIATED,CLINOPYROXENE,,,secondary,15.53,,149,8046,608,0.03,97,0.79,1.44,0.21,0.38,1.29,4.13,0.61,3.18,0.71,0.23,0.49,0.07,0.29,0.03,0.09,0.01,0.07,0.01,0.09,0.01,0.1,0.02,0,,,
[20809] AN YA-JUN (2017),samp. LT98/10,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",COARSE,CLINOPYROXENE,,,secondary,68.11,,177,9913,646,2.87,162,5.51,51.23,4.15,14.16,8.08,22.14,3.46,16.58,3.81,0.93,2.88,0.34,1.53,0.2,0.47,0.06,0.37,0.04,2.37,0.33,0.25,0.52,0.11,,,
[20809] AN YA-JUN (2017),samp. LT98/15,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",DEPLETED COARSE,CLINOPYROXENE,,,secondary,68.57,,245,37444,137,16.54,19,12.82,66.41,1.95,19.65,1.04,5.13,1.18,7.32,2.85,1.05,2.34,0.39,2.53,0.5,1.23,0.15,1.04,0.16,0.93,0.13,1.6,0.13,0.13,,,
[20809] AN YA-JUN (2017),samp. LT98/15,INTRAPLATE VOLCANICS,KAAPVAAL CRATON_MESOZOIC / LESOTHO / LETSENG-LA TERAI KIMBERLITE PROVINCE / LETSENG KIMBERLITE,,-29.00359,-29.00359,28.86751,28.86751,subaerial,"LHERZOLITE, GARNET, XENOLITH",DEPLETED COARSE,CLINOPYROXENE,,,secondary,39.27,,305,13169,445,0.28,211,5.81,,0.81,1.85,3.33,14.02,2.75,15.23,3.96,1.17,3.06,0.39,1.84,0.25,0.47,0.04,0.22,0.01,5.19,0.05,0.53,0.09,0.02,,,
[20822] DENG LIXU (2017),samp. 11CL05,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,,36.59,36.59,118.81,118.81,subaerial,"LHERZOLITE, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,rim,secondary,73.58253772,,251.0743617,4922.886404,347.4683717,0,174.7310957,20.26824796,27.68687014,0.677975789,0.0669,8.154008421,19.35364257,2.362167856,10.00127899,2.375591883,0.925792604,2.940675152,0.526537251,3.896123922,0.783203269,2.11839532,0.296101948,1.719893361,0.245969822,0.947108563,0.0341,0.158570083,0.231693172,0.0921,Carbonate,vein、carbonate melt inclusion、calcite,
[20822] DENG LIXU (2017),samp. 11CL02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,,36.59,36.59,118.81,118.81,subaerial,"LHERZOLITE, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,rim,secondary,64.22404296,,257.9182544,4480.724557,339.2467681,0,211.4142625,21.31816877,59.10766643,0.939160794,0,9.735164256,22.93471754,2.873242014,11.83755417,2.657697494,1.113006131,3.75178264,0.643462236,4.053657314,0.786489476,2.202966089,0.274871993,2.258729062,0.338543485,1.267332244,0.13833604,0.232320233,0.447180019,0.133010227,Carbonate,vein、carbonate melt inclusion、calcite,
[20822] DENG LIXU (2017),samp. 11CL12,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,,36.59,36.59,118.81,118.81,subaerial,"LHERZOLITE, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,rim,secondary,58.26097259,,266.1145691,4643.544703,356.3664766,0.00934,107.8680145,17.69646908,23.99175722,1.350661576,0,4.178759046,8.24561973,1.092063429,4.99750708,2.033893465,0.886475493,2.496155804,0.471506935,3.445341862,0.681488569,2.138571055,0.271305124,2.050336696,0.226989291,0.668995525,0.07249935,0.281138721,0.259834697,0.139296895,Carbonate,vein、carbonate melt inclusion、calcite,
[20822] DENG LIXU (2017),samp. 11CL12,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,,36.59,36.59,118.81,118.81,subaerial,"LHERZOLITE, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,rim,secondary,58.99881889,,264.6689772,4720.702036,366.3953978,0,93.64273729,17.36330212,23.840569,1.250682694,0,3.683087601,7.045834544,0.985321545,4.939772571,2.043028923,0.696529093,2.08712684,0.456118625,3.207914822,0.641498704,1.998993596,0.226000831,1.916148662,0.217827916,0.902238791,0.0531,0.323451465,0.197919032,0.10398752,Carbonate,vein、carbonate melt inclusion、calcite,
[20822] DENG LIXU (2017),samp. 11CL02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,,36.59,36.59,118.81,118.81,subaerial,"LHERZOLITE, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,rim,secondary,63.78396397,,260.3412441,4561.26952,330.5827021,0.063729893,214.8335161,21.72719368,59.57419254,1.038604359,0.053900893,10.16023961,23.45092395,3.108593787,12.65972691,2.881434906,1.121216847,3.909505683,0.622150033,3.746116958,0.742549382,2.189776273,0.265157673,1.901912998,0.260003221,1.592938327,0.193901511,0.240004044,0.455127978,0.162512532,Carbonate,vein、carbonate melt inclusion、calcite,
[20822] DENG LIXU (2017),samp. 11CL02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,,36.59,36.59,118.81,118.81,subaerial,"LHERZOLITE, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,rim,secondary,65.05473435,,261.4218776,4619.090554,327.2697043,0,203.9284683,20.89442091,52.95257362,1.229197158,0.334473964,9.466415863,21.21252436,2.688653781,12.01080197,2.861388837,0.976969645,3.745580221,0.629400213,3.942277496,0.792178447,2.328511744,0.329735316,1.812335676,0.260365906,1.192989786,0.167772981,0.219619596,0.550344112,0.171049356,Carbonate,vein、carbonate melt inclusion、calcite,
[20822] DENG LIXU (2017),samp. 11CL12,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,,36.59,36.59,118.81,118.81,subaerial,"LHERZOLITE, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,rim,secondary,59.31962558,,263.5940631,4709.294513,365.7302769,0.141173945,117.06343,17.03785294,23.95313511,1.290950792,0,4.527601902,8.856651937,0.992630027,4.879834929,1.784909827,0.711412063,2.86308923,0.410997769,2.973704203,0.622394704,1.988606029,0.281457634,1.872731804,0.163713764,0.879101665,0.0996,0.275989766,0.317989816,0.134074478,Carbonate,vein、carbonate melt inclusion、calcite,
