License: Creative Commons Attribution 4.0 International (CC-BY 4.0) License.,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Tappe, Sebastian, 2022, ""Global magmatic kimberlite and carbonatite compositions (elemental and isotopic)"", https://doi.org/10.25625/FLV19S, Göttingen Research Online / Data, V1.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Global Database of Major Element Compositions for Bulk Group-1 Kimberlites and Aillikites as compiled in Tappe et al. (2017, EPSL; supplementary file E)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country / Region,Kimberlite Pipe / Cluster / Field,Kimberlite Group,Sample Number-1,Sample Number-2,Reference,Age [Ma],SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,LOI,,,
,,,,,,,,,,,,,,,,,,,,,,,
North America - Greenland,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L61,Tappe et al. (2006),582,20.785,2.647,2.715,12.539,,0.258,18.125,17.256,0.229,1.607,2.4,,,17.58530184,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L65,Tappe et al. (2006),582,20.475,2.852,2.787,12.414,,0.283,17.496,18.344,0.121,1.647,1.537,,,18.31021122,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L66,Tappe et al. (2006),582,20.07,3.119,2.633,13.406,,0.324,16.623,20.352,0.165,1.885,3.24,,,14.9375,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,L.74.,Tappe et al. (2006),582,29.435,3.838,3.531,12.552,,0.19,15.391,16.102,0.256,1.621,1.668,,,13.08913614,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST147B,Tappe et al. (2006),582,31.56,5.758,3.97,17.52,,0.194,16.75,10.97,0.63,1.92,1.34,3.38,4.6,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST196,Tappe et al. (2006),582,35.93,4.436,4.77,14.66,,0.173,22.17,8.18,0.48,1.68,0.59,3.86,2.04,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST244B,Tappe et al. (2006),582,32.07,5.473,3.99,14.73,,0.175,20.17,10.32,0.55,1.68,0.98,2.98,5.44,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST210,Tappe et al. (2006),582,32.54,3.749,3.72,14.4,,0.166,21.73,7.4,0.8,1.56,0.56,2.04,9.9,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST239A,Tappe et al. (2006),582,30.67,4.349,4.44,13.66,,0.229,17.94,12.44,0.47,3.07,0.24,5.31,5.7,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,ST189,Tappe et al. (2006),582,3.91,0.073,0.08,6.17,,0.587,16.77,28.11,0.7,0.2,0.44,2.19,39.5,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST126,Tappe et al. (2006),582,17.59,2.328,1.98,8.44,,0.287,10.72,26.69,0.23,1.41,0.35,2.74,26,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST193A,Tappe et al. (2006),582,9.1,1.224,1.78,5.28,,0.31,7.15,38.35,0.24,0.96,2.04,1.59,30.5,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST198C,Tappe et al. (2006),582,11.71,2.051,2.14,10.36,,0.313,8.3,30.75,1.36,0.81,4.5,0.59,25.7,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST199,Tappe et al. (2006),582,13.9,2.013,2.1,8.28,,0.269,8.09,31.79,1.1,1.51,3.96,1.52,24.2,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST127,Tappe et al. (2006),582,11.95,1.535,1.43,6.29,,0.269,6.32,37.41,0.09,0.07,2.47,2.04,29,,,,
"Aillik Bay Intrusive Center (Labrador, Canada)",Aillik Bay Dykes & Sheets,Group-1 Kimberlite / Aillikite / Carbonatite,,*ST231A,Tappe et al. (2006),582,21.91,5.487,4.54,14.58,,0.348,11.48,17.02,0.18,1.67,1.39,2.63,17.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Eastern Antarctica,Lambert Rift Dykes,Group-1 Kimberlite / Aillikite,,77081,Yaxley et al. (2013),120,32.05,1.54,3.76,,9.94,0.13,27.29,10.89,0.01,1.3,0.59,6.89,5.26,,,,
Eastern Antarctica,Lambert Rift Dykes,Group-1 Kimberlite / Aillikite,,77082,Yaxley et al. (2013),120,29.19,1.64,6.53,,9.23,0.16,19.12,17.49,0.15,1.56,0.85,7.13,6.17,,,,
Eastern Antarctica,Lambert Rift Dykes,Group-1 Kimberlite / Aillikite,,77063,Yaxley et al. (2013),120,29.47,2.23,4.63,,9.52,0.16,21.42,13.39,0.11,2.81,0.89,3.94,8.98,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Africa,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jwaneng,Group-1 Kimberlite,Botswana,K7/10,Smith et al. (1985),,30.05,1.79,1.43,5.90,3.54,0.18,35.84,4.83,0.03,0.22,0.51,12.24,2.68,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jwaneng,Group-1 Kimberlite,Botswana,K7/11,Smith et al. (1985),,31.97,1.86,1.77,4.00,4.43,0.18,31.99,6.62,0.04,0.72,0.58,9.11,5.54,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jwaneng,Group-1 Kimberlite,Botswana,K7/12,Smith et al. (1985),,31.67,1.13,1.87,3.64,4.59,0.17,32.70,7.97,0.06,0.33,0.49,8.58,5.80,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Lemphane area,Group-1 Kimberlite,Lesotho,KN202,Gurney & Ebrahim (1973),,25.65,2.94,2.75,6.14,4.90,0.21,27.13,10.80,0.02,0.12,1.04,10.15,6.64,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Lemphane pipe,Group-1 Kimberlite,Lesotho,KN275/75,Gurney & Ebrahim (1973),,32.23,1.48,1.58,9.20,,0.15,31.88,6.14,0.04,0.97,0.29,9.00,5.11,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Letseng,Group-1 Kimberlite,Lesotho,AD78,Gurney & Ebrahim (1973),,32.34,2.66,3.04,6.72,4.72,0.18,26.80,9.37,0.13,1.73,0.70,7.26,2.46,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Pipe 200,Group-1 Kimberlite,Lesotho,P200,Kjarsgaard et al. (2009),,31.57,2.47,1.85,11.47,,0.14,31.57,8.43,0.14,1.14,0.77,,,9.76,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Pipe 200,Group-1 Kimberlite,Lesotho,KN230,Gurney & Ebrahim (1973),,32.53,1.38,2.12,5.10,3.18,0.15,31.35,7.59,0.05,1.63,0.54,7.56,4.46,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Pipe 200,Group-1 Kimberlite,Lesotho,KN228,Gurney & Ebrahim (1973),,30.42,2.95,3.09,5.03,6.28,0.18,25.14,9.72,0.08,2.15,1.17,6.25,5.30,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Berseba Reserve #2,Group-1 Kimberlite,Namibia,36/K35/X,Spriggs (1988),,32.29,1.78,3.05,10.22,,0.19,30.30,8.83,0.11,0.86,0.85,,,9.36,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Berseba Reserve #6,Group-1 Kimberlite,Namibia,K39/W/M,Spriggs (1988),,33.46,1.27,2.63,9.98,,0.18,33.45,7.04,0.11,0.48,1.01,,,10.65,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Berseba Reserve #6,Group-1 Kimberlite,Namibia,K39/1/M,Spriggs (1988),,31.02,1.17,2.59,9.27,,0.16,31.69,8.88,0.20,0.92,0.99,,,9.80,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Berseba Reserve #6,Group-1 Kimberlite,Namibia,K39/W/X,Spriggs (1988),,32.27,1.21,3.02,9.61,,0.19,29.69,8.74,0.14,0.52,0.99,,,11.51,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Gibeon Reserve #2,Group-1 Kimberlite,Namibia,,Janse (1975),,33.00,1.15,2.20,6.27,1.89,0.19,27.00,12.49,0.30,0.70,0.90,7.61,5.52,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Gibeon Reserve #2,Group-1 Kimberlite,Namibia,33/K4,Spriggs (1988),,32.89,1.39,3.16,8.90,,0.19,26.47,8.39,0.12,0.83,0.81,,,12.32,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Hatzium dome,Group-1 Kimberlite,Namibia,HDO-15,Kurszlaukis et al. (2003),,30.72,1.66,2.48,1.01,6.73,0.16,29.20,8.74,0.11,0.38,0.71,,,15.75,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Hatzium dome,Group-1 Kimberlite,Namibia,33/K13,Spriggs (1988),,27.84,1.55,2.27,8.17,,0.16,26.73,11.73,0.03,0.99,0.63,,,16.95,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Hatzium dome,Group-1 Kimberlite,Namibia,,Janse (1975),,25.00,1.17,2.40,7.69,0.99,0.15,26.00,15.90,0.20,0.41,1.40,9.60,11.63,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uitkoms #12,Group-1 Kimberlite,Namibia,36/K12,Spriggs (1988),,29.21,1.71,2.15,9.31,,0.17,29.65,9.57,0.10,0.43,0.47,,,17.22,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Zaris,Group-1 Kimberlite,Namibia,33/K5,Spriggs (1988),,27.03,1.76,2.13,8.71,,0.17,25.37,11.93,0.20,0.38,0.71,,,17.81,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Rietkuil #7,Group-1 Kimberlite,Namibia,36/K53/M,Spriggs (1988),,32.78,1.75,3.13,10.19,,0.17,32.48,8.85,0.08,0.94,0.84,,,8.62,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Rietkuil #7,Group-1 Kimberlite,Namibia,36/K53/X,Spriggs (1988),,31.89,1.82,3.08,10.14,,0.19,30.04,8.99,0.12,0.88,0.83,,,9.46,,,
,,,,,,,,,,,,,,,,,,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Andriesfontein,Group-1 Kimberlite,South Africa,adf 2,Becker & Le Roex (2006),,25.91,1.73,2.46,9.56,,0.14,25.07,13.67,0.32,1.11,4.40,7.17,6.28,13.45,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Andriesfontein,Group-1 Kimberlite,South Africa,adf 1,Becker & Le Roex (2006),,26.78,1.75,2.69,9.99,,0.17,25.63,12.67,0.31,0.99,4.18,7.89,5.50,13.39,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Benfontein,Group-1 Kimberlite,South Africa,BFK,Smith et al. (1985),,28.79,1.47,0.96,3.23,7.43,0.18,35.86,8.80,0.17,0.09,1.34,3.66,7.85,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Benfontein,Group-1 Kimberlite,South Africa,K2,Muramatso (1983),,29.54,1.58,1.57,4.43,6.48,0.21,33.90,9.28,0.08,0.11,1.20,3.96,7.06,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Benfontein,Group-1 Kimberlite,South Africa,,Dawson and Hawthorne (1973),,28.63,1.07,2.01,,9.00,0.14,34.02,11.92,0.20,0.05,0.27,2.98,8.99,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Bultfontein,Group-1 Kimberlite,South Africa,k8/115,Le Roex et al. (2003),,27.72,0.69,0.70,8.80,,0.16,26.37,11.19,0.31,0.26,1.07,8.05,12.10,20.15,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Bultfontein,Group-1 Kimberlite,South Africa,k8/10,Le Roex et al. (2003),,21.13,2.42,1.95,10.54,,0.23,22.87,19.90,0.10,0.14,4.10,8.21,7.30,15.51,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Butha-Buthe,Group-1 Kimberlite,South Africa,Holodo 2525,Gurney & Ebrahim (1973),,31.99,1.43,2.41,6.13,2.43,0.15,29.25,8.43,0.05,1.22,0.93,8.93,5.11,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Butha-Buthe,Group-1 Kimberlite,South Africa,Kabos AD 115,Gurney & Ebrahim (1973),,28.71,1.70,2.58,5.79,5.25,0.28,24.99,10.14,0.14,1.49,0.81,6.88,9.17,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,K3/158,Le Roex et al. (2003),,30.58,0.92,1.35,8.72,,0.16,34.25,10.70,0.02,0.46,1.63,1.44,9.80,11.26,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,k3/608,Le Roex et al. (2003),,25.40,1.30,1.41,8.99,,0.18,30.34,14.76,0.05,0.21,2.63,8.93,5.10,14.03,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,K3/459,Le Roex et al. (2003),,30.20,1.86,1.89,8.88,,0.15,30.20,10.66,0.01,1.01,1.18,3.28,10.20,13.51,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,K3/161,Le Roex et al. (2003),,30.17,1.99,1.90,9.03,,0.16,31.78,9.99,0.02,0.73,1.25,3.34,9.10,12.45,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,C17,Le Roex et al. (2003),,32.74,1.87,2.34,9.24,,0.16,32.27,8.35,0.35,1.81,2.09,5.45,2.90,8.33,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,C02,Le Roex et al. (2003),,32.81,1.89,2.38,9.02,,0.15,31.17,9.74,0.39,1.68,1.49,5.02,3.50,8.55,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,C14,Le Roex et al. (2003),,32.67,1.69,2.42,8.96,,0.15,30.46,8.17,0.39,1.59,1.59,6.75,3.70,10.44,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,C16,Le Roex et al. (2003),,31.11,1.75,2.37,8.63,,0.15,30.88,11.58,0.12,1.60,1.68,5.64,4.10,9.77,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,k3/554,Le Roex et al. (2003),,31.65,1.65,2.61,8.22,,0.15,27.30,10.78,0.10,1.69,1.64,7.10,6.00,13.10,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,K3/464,Le Roex et al. (2003),,33.26,1.30,2.90,8.07,,0.13,27.07,10.26,0.35,1.29,1.37,4.64,8.10,12.74,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,k3,Le Roex et al. (2003),,32.80,1.44,2.86,8.04,,0.14,27.58,9.12,0.01,1.54,1.35,7.96,6.00,13.96,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,K6,Muramatso (1983),,31.87,1.72,2.86,4.53,3.13,0.13,27.94,10.56,0.30,1.98,1.30,7.72,4.56,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,K5,Muramatso (1983),,21.80,1.23,2.02,3.88,3.23,0.17,17.84,20.08,0.46,0.14,4.67,6.71,15.23,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",De Beers,Group-1 Kimberlite,South Africa,K3/182,Le Roex et al. (2003),,33.87,1.31,3.95,7.99,,0.13,26.86,8.02,0.27,2.22,1.12,3.93,8.50,12.39,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",DeBeers,Group-1 Kimberlite,South Africa,2040' level,Wagner (1914),,30.32,1.78,2.74,4.50,4.09,,29.60,10.40,0.45,0.75,1.34,6.56,6.21,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",DeBeers,Group-1 Kimberlite,South Africa,2040' level,Wagner (1914),,32.03,1.73,2.90,6.12,3.40,,33.43,7.60,0.35,1.34,1.45,6.31,2.50,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Dutoitspan,Group-1 Kimberlite,South Africa,KDT25,Berg & Carlson (1998),,31.73,1.55,1.94,,7.88,0.16,36.17,7.98,0.37,0.74,0.80,,,9.85,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Dutoitspan,Group-1 Kimberlite,South Africa,k6/10,Le Roex et al. (2003),,30.52,0.88,0.75,9.59,,0.16,33.44,8.30,0.17,0.16,1.54,8.97,4.70,13.67,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Dutoitspan,Group-1 Kimberlite,South Africa,k6/55,Le Roex et al. (2003),,27.32,1.63,2.08,9.02,,0.17,27.16,12.55,0.06,1.41,2.14,6.36,8.60,14.96,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Frank Smith,Group-1 Kimberlite,South Africa,FS-K1,Smith et al. (1985),,32.64,1.96,1.89,6.26,3.25,0.18,31.91,5.86,0.05,0.38,1.32,11.44,2.64,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Frank Smith,Group-1 Kimberlite,South Africa,K4,Muramatso (1983),,32.68,2.24,2.48,6.87,2.53,0.16,27.23,8.44,0.25,1.81,0.99,9.45,3.81,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Frank Smith,Group-1 Kimberlite,South Africa,FS-K61/35,Smith et al. (1985),,29.06,4.68,4.20,6.31,4.70,0.23,19.07,12.04,0.18,3.05,1.38,4.91,8.15,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Gansfontein,Group-1 Kimberlite,South Africa,PMD-99,Becker & Le Roex (2006),,28.18,5.05,4.13,16.99,,0.21,24.93,7.83,0.05,2.41,1.30,6.08,1.53,7.61,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Gansfontein,Group-1 Kimberlite,South Africa,GNF-1,Becker & Le Roex (2006),,28.71,5.01,4.28,16.92,,0.21,24.93,7.21,0.09,2.16,1.19,,,7.46,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Gansfontein,Group-1 Kimberlite,South Africa,GNF-2,Becker & Le Roex (2006),,27.78,4.92,4.25,16.67,,0.21,24.98,8.32,0.39,1.86,1.17,6.42,1.60,8.02,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Goedehoop,Group-1 Kimberlite,South Africa,JJG-4282,Becker & Le Roex (2006),,26.10,3.25,2.54,13.15,,0.23,25.82,12.27,0.27,0.23,2.11,6.53,6.30,12.83,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Goedehoop,Group-1 Kimberlite,South Africa,JAR-30012,Becker & Le Roex (2006),,25.64,2.95,2.53,12.73,,0.23,26.67,12.65,0.38,0.22,1.73,6.35,6.87,13.23,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Hebron,Group-1 Kimberlite,South Africa,JJG-4295,Becker & Le Roex (2006),,26.25,2.21,2.27,9.68,,0.17,28.29,12.52,0.01,0.89,1.37,4.24,11.19,15.43,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Hebron,Group-1 Kimberlite,South Africa,HEB-1A,Becker & Le Roex (2006),,27.53,3.47,2.90,11.56,,0.16,24.21,14.46,0.15,0.53,1.03,6.11,10.09,16.20,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Hebron,Group-1 Kimberlite,South Africa,HEB-1B,Becker & Le Roex (2006),,24.66,3.43,2.83,11.33,,0.17,23.49,13.95,0.08,0.47,1.04,5.97,10.09,16.06,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Hfongt,Group-1 Kimberlite,South Africa,#16,Skinner et al. (1994),,29.29,3.94,3.95,13.07,,0.20,25.01,11.60,0.12,1.99,1.11,,,8.93,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jagersfontein,Group-1 Kimberlite,South Africa,K7,Smith et al. (1985),,30.49,0.73,1.27,3.69,3.15,0.15,29.94,10.79,0.10,0.48,2.38,9.56,6.20,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jagersfontein,Group-1 Kimberlite,South Africa,K4,Smith et al. (1985),,37.48,0.38,2.31,3.88,3.40,0.11,34.43,2.01,0.03,0.65,0.21,12.60,1.65,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jagersfontein,Group-1 Kimberlite,South Africa,K10,Smith et al. (1985),,35.34,0.88,2.43,4.24,2.84,0.13,31.39,5.70,0.03,0.87,0.55,10.99,2.86,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jagersfontein,Group-1 Kimberlite,South Africa,JJG2151,Becker & Le Roex (2006),,31.91,1.04,2.24,8.54,,0.17,33.25,6.97,0.38,0.82,2.78,,,10.59,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jagersfontein,Group-1 Kimberlite,South Africa,JJG2152,Becker & Le Roex (2006),,29.71,1.07,2.45,8.31,,0.18,31.28,9.32,0.41,0.92,2.71,8.11,4.14,12.25,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Jagersfontein,Group-1 Kimberlite,South Africa,K9,Smith et al. (1985),,34.55,4.66,4.31,3.19,4.82,0.15,31.72,4.38,0.11,3.08,0.16,5.81,1.54,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL7,Le Roex et al. (2003),,28.74,2.21,1.91,9.29,,0.15,28.42,10.63,0.09,0.81,1.03,8.63,6.60,15.23,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL9,Le Roex et al. (2003),,29.16,2.37,2.04,9.69,,0.16,28.21,10.39,0.10,0.81,1.20,8.13,6.56,14.69,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL1,Le Roex et al. (2003),,29.57,2.29,2.08,9.88,,0.16,29.72,10.36,0.11,1.08,1.16,6.85,6.36,13.21,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL5,Le Roex et al. (2003),,29.07,2.23,2.05,9.62,,0.16,29.05,10.46,0.14,1.05,1.13,6.58,6.36,12.94,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL6,Le Roex et al. (2003),,28.87,2.41,2.07,9.98,,0.16,28.56,11.33,0.12,1.48,1.30,5.42,6.84,12.26,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL3,Le Roex et al. (2003),,33.36,1.56,2.62,8.58,,0.14,32.05,8.03,0.27,1.26,0.91,6.72,3.98,10.70,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL4,Le Roex et al. (2003),,31.65,2.32,2.49,9.57,,0.15,27.74,9.54,0.32,1.46,1.08,7.46,4.30,11.76,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL8,Le Roex et al. (2003),,31.19,2.32,2.48,9.45,,0.15,27.54,9.41,0.05,1.45,1.05,8.48,5.59,14.07,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kimberley,Group-1 Kimberlite,South Africa,COL2,Le Roex et al. (2003),,31.45,1.42,3.33,7.93,,0.14,27.26,8.04,0.06,2.06,0.80,8.14,8.06,16.19,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Klipfontein,Group-1 Kimberlite,South Africa,,Wagner (1914),,36.00,0.58,0.69,4.44,2.90,,39.70,3.58,0.11,0.26,0.64,8.02,2.74,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Klipfontein,Group-1 Kimberlite,South Africa,K7,Muramatso (1983),,34.65,2.34,2.34,6.12,3.66,0.17,30.92,4.67,0.11,1.51,0.68,10.19,1.15,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Klipgatsfontein,Group-1 Kimberlite,South Africa,JAR 31012,Becker & Le Roex (2006),,23.58,2.79,2.62,11.67,,0.19,24.04,15.20,0.07,0.20,1.64,5.04,11.19,16.23,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Klipgatsfontein,Group-1 Kimberlite,South Africa,JJG-4323,Becker & Le Roex (2006),,24.96,2.95,3.11,11.93,,0.19,24.33,14.23,0.08,0.39,1.71,3.85,10.79,14.65,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Koffiefontein,Group-1 Kimberlite,South Africa,KK-5,Becker & Le Roex (2006),,33.29,1.32,1.87,8.05,,0.13,30.32,7.95,0.06,0.73,1.34,9.15,4.20,13.35,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Koffiefontein,Group-1 Kimberlite,South Africa,KK-6,Becker & Le Roex (2006),,31.35,1.33,1.83,8.07,,0.13,30.32,9.39,0.02,0.56,1.81,8.65,5.50,14.15,,,
